,symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,power_to_weight,num_cylinders,engine_size_per_cylinder,combined_mpg,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_gas,aspiration_turbo,num-of-doors_two,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_fwd,drive-wheels_rwd,engine-location_rear,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,num-of-cylinders_five,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_twelve,num-of-cylinders_two,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
122,0.0791226467640575,0.9438052262966568,-0.8459096949757471,-0.575995179247122,-1.0172162851215028,-1.1926895303373857,-0.7196234639868941,-0.7034200860916573,-1.3139577531992164,-0.08586001908499226,-0.17917256695798697,-0.9542011226226225,0.73048066416506,0.9818573970419816,1.1741155293446932,-0.9693178107045007,-0.3440104580768906,-0.8731423297134698,1.0895596325939156,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
127,1.681356243736222,-0.14550252746588094,-1.5484938703437872,-0.44301401735093054,-0.4352655911026093,-0.8688417131747516,0.3953701991935302,1.6940353552621565,1.589551372293612,-1.121994696349926,-0.15330503657103944,2.7459367935503085,1.5424042840260537,-1.325761853207981,-0.8643735925019049,3.7548104165896787,1.5136460155383193,0.7193708927361931,-1.0985642576566754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
85,0.0791226467640575,0.0663073135435014,-0.4109766340336283,-0.15211772570301088,-0.24128202642964255,-0.8688417131747516,-0.37624488452955995,-0.10405622575320385,0.11894285418685435,0.6362944529481432,-0.4119803404405156,-0.42180717784953886,-0.2844238606611821,-0.0071222816365737705,0.23327439618472479,-0.3076124841482962,-0.3440104580768906,0.34665503216286736,0.11706012581587512,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
138,0.8802394452501398,-1.2045517325127926,-0.8459096949757471,-1.4403727315723693,-1.211199849794466,-0.01874119312284093,-0.9978785197540443,-0.7283935802724262,1.1370564436453787,-2.817487804601636,-0.28264268850577756,-0.9275814253839683,-0.4874047656264305,0.9818573970419816,0.8605018182913704,-0.6882162550424598,-0.3440104580768906,-0.9239672197916505,0.9274763814642422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
36,-0.7219941517220247,-1.355844476090923,-0.3775202447303878,-1.4237500863353463,-0.968720393953261,1.8433837555622932,-1.0491879626614622,-0.8532610511762707,-1.5024973068026477,0.4793043503322448,-0.23090762773188248,-0.741243544713389,1.745385188991302,0.8170274505955557,0.5468881072380476,-0.27115692084743087,-0.3440104580768906,-1.1780916701825541,0.684351504769732,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
114,-0.7219941517220247,-0.14550252746588094,2.583370208606351,2.0503827682026667,1.2135947086175876,2.005307664143612,1.8340080407130512,0.645148599669863,1.4387197294108676,0.8246825760872222,2.821460957927937,-0.23546929717895965,-2.0097615528657937,-0.0071222816365737705,-0.8643735925019049,-1.3741041631620121,-0.3440104580768906,1.871401734508289,-0.45023125313798185,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
61,0.0791226467640575,0.1873415084060056,0.007228232256871456,0.29669369569663706,0.2921727764210057,-0.01874119312284093,-0.33677608229308476,-0.10405622575320385,0.26977449706959883,0.41650830928588506,-0.3861128100535681,-0.5282859668041556,-0.6903856705916789,0.15770766480985213,0.23327439618472479,-0.520830743889275,-0.3440104580768906,0.34665503216286736,0.19810175138071182,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
22,0.0791226467640575,-0.14550252746588094,-0.8459096949757471,-1.407127441098321,-1.0172162851215028,-1.1926895303373857,-1.3412570992113786,-0.9032080395378085,-1.3139577531992164,-0.08586001908499226,-0.17917256695798697,-0.9542011226226225,0.73048066416506,0.9818573970419816,1.1741155293446932,-0.41072502710531117,-0.3440104580768906,-1.2797414503389155,1.0895596325939156,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
135,0.8802394452501398,-0.5691222094846456,0.05741281621173095,1.0280900861256907,0.2921727764210057,0.9528022583650557,0.39931707941717776,-0.12902971993397275,0.8353931578798898,-0.5882283474558696,-0.2050400973449345,0.16382616140085304,0.22302840175193894,-0.6664420674222774,-0.3939530259219208,-0.02091655448954099,-0.3440104580768906,0.29583014208468666,-0.5312728787028186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
192,-0.7219941517220247,-0.14550252746588094,0.2748793466827927,0.49616543854092293,0.4861563410939725,0.5479924869117652,0.046071299400724706,-0.7283935802724262,-1.1631261103164736,0.4479063298090642,3.3388115656668895,-0.9542011226226225,-1.299328385487424,1.3115172899348335,1.1741155293446932,-1.469810783948033,-0.3440104580768906,-0.9239672197916505,1.251642883723589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
33,0.0791226467640575,-0.6598978556315238,-0.8459096949757471,-2.013853992249697,-0.9202245027850193,-0.46403194172146106,-1.214956932054658,-0.8532610511762707,-1.5402052175233332,0.4793043503322448,-0.23090762773188248,-0.741243544713389,1.745385188991302,0.8170274505955557,0.5468881072380476,-0.0968832792890724,-0.3440104580768906,-1.1780916701825541,0.684351504769732,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11,-0.7219941517220247,2.0936300774904466,0.40870490389575215,0.21358046951151716,-0.5322573734390926,0.22414466974913108,-0.31704168117484716,-0.4536851442839684,0.6845615149971452,-1.4359749015817245,-0.3343777492796726,-0.07575111374703455,1.3394233790608052,-0.33678217452942555,-0.2371461703952594,0.22424832838071002,-0.3440104580768906,-0.36489342893166266,-0.2881480020083084,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
199,-1.5231109502081068,-1.4768786709534272,0.9272789380959708,1.210939183732956,0.6316440145986941,1.5195359383996618,1.186719684034858,0.09573172769294731,1.1370564436453787,-0.3370441832704309,-0.6706556443099918,1.5480504178108703,-0.08144295569593367,-1.325761853207981,-1.334794159081889,1.2043166899692612,-0.3440104580768906,0.7532541527883131,-1.3416891343511856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
163,0.0791226467640575,1.3674249083154215,-0.7120841377627876,-0.45963666258795594,-0.9202245027850193,-0.46403194172146106,-0.7630391464470169,-0.7034200860916573,-0.4843837173441235,-0.7138204295485889,-0.28264268850577756,-0.9009617281453141,-0.6903856705916789,0.6521975041491298,0.5468881072380476,-0.8367375959772325,-0.3440104580768906,-0.8731423297134698,0.6033098792048953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
6,0.0791226467640575,1.064839421159161,1.1782018578702707,1.5350807658549217,2.6684714436648176,0.79087834978374,0.5690329290340211,0.2455726927775607,-0.4843837173441235,0.4479063298090642,-0.4119803404405156,0.16382616140085304,0.73048066416506,-0.9961019603151292,-0.8643735925019049,-0.15019268621282592,0.5848177787307144,-0.3242335168691182,-0.9364810065270021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
27,0.0791226467640575,0.7622539340029005,-0.8459096949757471,-1.407127441098321,-1.0172162851215028,-1.273651484628042,-0.7196234639868941,-0.7034200860916573,-1.0877102888751013,0.41650830928588506,-0.6447881139230444,-0.04913141650838038,0.73048066416506,-0.17195222808299968,-0.080339314868598,0.694047367124198,-0.3440104580768906,-0.8731423297134698,-0.126064750878635,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
126,1.681356243736222,-0.14550252746588094,-1.5484938703437872,-0.44301401735093054,-0.4352655911026093,-0.8688417131747516,0.3953701991935302,1.6940353552621565,1.589551372293612,-1.121994696349926,-0.15330503657103944,2.7459367935503085,1.5424042840260537,-1.325761853207981,-0.8643735925019049,3.7548104165896787,1.5136460155383193,0.7193708927361931,-1.0985642576566754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
196,-2.324227748694189,-0.5993807582002717,0.9272789380959708,1.210939183732956,0.6316440145986941,0.9932832355103853,0.7486159792099832,0.37044016368140514,1.7403830151763549,-0.3370441832704309,-0.15330503657103944,0.27030495035546975,0.5274997591998115,-0.17195222808299968,-0.3939530259219208,-0.13265129365936917,-0.3440104580768906,1.312327943648301,-0.2881480020083084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
141,-0.7219941517220247,-0.6296393069158978,-0.2604228821690474,-0.18536301617705933,-0.24128202642964255,-0.5045129188667907,-0.8104017091307871,-0.4536851442839684,1.1370564436453787,-1.9383432299526004,-0.15330503657103944,-0.5815253612814639,-0.6903856705916789,1.1466873434884075,1.0173086738180317,-0.1983721128988558,-0.3440104580768906,-0.36489342893166266,1.0895596325939156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
4,0.8802394452501398,1.2463907134529173,0.10759740016659282,0.19695782427449177,0.24367688525276746,0.22414466974913108,0.5295641267975459,0.2455726927775607,-0.4843837173441235,0.4479063298090642,-0.5413179923752538,0.29692464759412396,0.73048066416506,-1.160931906761555,-1.334794159081889,0.06895149027457946,0.5848177787307144,-0.3242335168691182,-1.260647508786349,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
32,0.0791226467640575,-0.6598978556315238,-0.8459096949757471,-2.013853992249697,-0.9202245027850193,-0.46403194172146106,-1.418221263572505,-1.1779164755262663,-1.5402052175233332,-0.5882283474558696,0.001900145750646194,-1.167158700531856,0.73048066416506,2.135667022166963,1.8013429514513388,-0.7950397082402688,-0.3440104580768906,-1.8388152411989034,1.9810175138071193,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
109,-0.7219941517220247,-0.14550252746588094,2.583370208606351,2.0503827682026667,1.2135947086175876,2.005307664143612,1.3307808121979925,-0.15400321411474163,0.5337298721144008,-0.2114521011777116,-0.4378478708274632,-0.18222990270165126,-0.2844238606611821,-0.9961019603151292,-1.0211804480285664,-1.0770533462162064,-0.3440104580768906,0.24500525200650594,-1.0175226320918387,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
187,0.8802394452501398,-0.8717076966409061,-0.24369468751742837,-0.21029698403259622,-0.1927861352614043,0.79087834978374,-0.4670231296734529,-0.7283935802724262,-1.1631261103164736,0.4479063298090642,3.3388115656668895,-0.9542011226226225,-1.299328385487424,1.9708370757205371,1.8013429514513388,-1.1529407022629943,-0.3440104580768906,-0.9239672197916505,1.8999758882422826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
115,-0.7219941517220247,1.1556150673060392,1.529493945554292,1.0364014087442024,1.2135947086175876,1.1956881212370307,1.0248975948653096,-0.15400321411474163,0.5337298721144008,-0.2114521011777116,-0.4378478708274632,-0.18222990270165126,-0.2844238606611821,-0.9961019603151292,-1.0211804480285664,-0.9147950707291876,-0.3440104580768906,0.24500525200650594,-1.0175226320918387,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
148,-0.7219941517220247,-1.1440346350815405,-0.3106074661239069,-0.052381854280867945,-0.24128202642964255,0.46703053262110594,-0.26770567837925313,-0.4536851442839684,1.1370564436453787,-1.9383432299526004,-0.28264268850577756,-0.5815253612814639,-0.6903856705916789,-0.33678217452942555,-0.2371461703952594,-0.664017118974202,-0.3440104580768906,-0.36489342893166266,-0.2881480020083084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
10,0.8802394452501398,2.0936300774904466,0.40870490389575215,0.21358046951151716,-0.5322573734390926,0.22414466974913108,-0.31704168117484716,-0.4536851442839684,0.6845615149971452,-1.4359749015817245,-0.3343777492796726,-0.07575111374703455,1.3394233790608052,-0.33678217452942555,-0.2371461703952594,0.22424832838071002,-0.3440104580768906,-0.36489342893166266,-0.2881480020083084,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
62,-0.7219941517220247,-0.23627817361275907,0.007228232256871456,0.29669369569663706,0.2921727764210057,0.7099163954930808,-0.28744007949749073,-0.10405622575320385,0.26977449706959883,0.41650830928588506,-0.3861128100535681,-0.5282859668041556,-0.6903856705916789,0.15770766480985213,0.23327439618472479,-0.5599927503464596,-0.3440104580768906,0.34665503216286736,0.19810175138071182,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
118,0.0791226467640575,-0.11524397875025488,-0.8459096949757471,-1.407127441098321,-1.0172162851215028,-1.1926895303373857,-1.2583726145147807,-0.9032080395378085,-1.3139577531992164,-0.08586001908499226,-0.17917256695798697,-0.9542011226226225,0.73048066416506,1.9708370757205371,1.6445360959246773,-0.4958050958481561,-0.3440104580768906,-1.2797414503389155,1.8189342626774458,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
150,0.0791226467640575,-1.0835175376502884,-0.5113458019433472,-1.290768924439155,-1.1142080674579826,0.30510662403979033,-1.1261521270225887,-0.8532610511762707,-1.012294467433729,-0.7138204295485889,-0.28264268850577756,-1.1139193060545476,-0.6903856705916789,1.6411771828276853,1.3309223848713545,-0.9480728739244096,-0.3440104580768906,-1.1780916701825541,1.4947677604180991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
170,0.8802394452501398,0.3386342519841358,-0.05968454634960708,0.16371253380044334,-0.14429024409316604,-0.706917804593436,0.2434153105831007,0.4953076345852496,1.1370564436453787,0.7618865350408626,-0.2050400973449345,0.3235443448327781,-0.6903856705916789,-0.17195222808299968,-0.080339314868598,0.3452165739519893,-0.3440104580768906,1.5664523940392046,-0.126064750878635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,1.681356243736222,-0.14550252746588094,-1.699047622208368,-0.4513253399694421,-0.8717286116167811,-2.002309073243967,-0.01510534406581185,0.09573172769294731,0.5714377828350877,-1.812751147859881,-0.28264268850577756,0.19044585863950722,-0.2844238606611821,-0.6664420674222774,-0.5507598814485821,0.37349743587650513,-0.3440104580768906,0.7532541527883131,-0.6123145042676552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
184,0.8802394452501398,-0.8717076966409061,-0.24369468751742837,-0.21029698403259622,-0.1927861352614043,0.79087834978374,-0.5755623358237597,-0.7283935802724262,-1.1631261103164736,0.4479063298090642,3.3388115656668895,-1.3801162784410894,-0.6903856705916789,1.9708370757205371,2.428570373557984,-1.8341052043948005,-0.3440104580768906,-0.9239672197916505,2.2241423905016293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
183,0.8802394452501398,-0.02446833260337674,-0.24369468751742837,-0.21029698403259622,-0.1927861352614043,0.79087834978374,-0.6841015419740665,-0.42871165010319945,-0.4843837173441235,0.4479063298090642,-0.28264268850577756,-0.5016662695655014,0.22302840175193894,0.32253761125627806,0.5468881072380476,-0.1715199809582329,-0.3440104580768906,-0.31406853885348196,0.44122662807522195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
70,-1.5231109502081068,-0.9019662453565321,2.817564933729029,2.357901705087609,2.813959117169539,1.033764212655712,2.396438472582823,1.4193269192736988,0.9862248007626342,1.2014588223653802,2.950798609862675,0.5098822255033574,-1.6037997429352968,-0.5016121209758515,-0.8643735925019049,-0.7988936034925775,0.5848177787307144,1.5867823500704772,-0.693356129832492,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
203,-1.5231109502081068,-0.84144914792528,1.7302322813737299,1.210939183732956,1.4560741644587925,0.7099163954930808,1.3051260907442837,0.47033414040448074,-1.1631261103164736,0.4479063298090642,3.3388115656668895,0.05734737244623634,-0.6903856705916789,0.15770766480985213,-0.5507598814485821,-0.764168729089284,1.5136460155383193,-0.9409088498177105,-0.2071063764434717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
64,-0.7219941517220247,-0.23627817361275907,0.007228232256871456,0.29669369569663706,0.2921727764210057,0.7099163954930808,-0.2578384778201343,-0.10405622575320385,0.26977449706959883,0.41650830928588506,-0.3861128100535681,-0.5282859668041556,-0.6903856705916789,0.15770766480985213,0.23327439618472479,-0.5831023714764518,-0.3440104580768906,0.34665503216286736,0.19810175138071182,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
165,0.0791226467640575,1.3674249083154215,-0.7120841377627876,-0.45963666258795594,-0.9202245027850193,-0.46403194172146106,-0.5735888957119359,-0.7034200860916573,-0.29584416374069206,-0.5568303269326891,-0.17917256695798697,0.2170655558781614,2.9632706187827926,0.15770766480985213,-0.2371461703952594,1.0042570890301292,-0.3440104580768906,-0.8731423297134698,-0.0450231253137983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
28,-1.5231109502081068,-0.3875709171908893,0.759996991579771,0.03073137190425196,-0.629249155775576,2.450598412742229,-0.04076006551952073,-0.10405622575320385,0.0812349434661674,0.6362944529481432,-0.4119803404405156,-0.42180717784953886,-0.2844238606611821,-0.17195222808299968,-0.080339314868598,-0.5750815437050267,-0.3440104580768906,0.34665503216286736,-0.126064750878635,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
40,-0.7219941517220247,-1.1440346350815405,-0.3775202447303878,0.09722195285234883,-1.6476628703086342,0.1431827154584747,-0.3624308037467936,-0.40373815592243056,-0.635215360226868,1.0130706992263012,-0.28264268850577756,-0.47504657232684727,1.3394233790608052,0.32253761125627806,0.3900812517113862,-0.40976150088289803,-0.3440104580768906,-0.2632436487753012,0.3601850025103852,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
108,-0.7219941517220247,1.1556150673060392,1.529493945554292,1.0364014087442024,1.2135947086175876,1.1956881212370307,1.2656572885078083,0.645148599669863,1.4387197294108676,0.8246825760872222,2.821460957927937,-0.23546929717895965,-2.0097615528657937,0.4873675577027039,0.3900812517113862,-1.110882432501528,-0.3440104580768906,1.871401734508289,0.44122662807522195,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
123,-1.5231109502081068,-1.4768786709534272,0.759996991579771,0.03073137190425196,-0.629249155775576,2.450598412742229,-0.04076006551952073,-0.10405622575320385,0.11894285418685435,0.6362944529481432,-0.4119803404405156,-0.42180717784953886,-0.2844238606611821,-0.17195222808299968,-0.080339314868598,-0.5750815437050267,-0.3440104580768906,0.34665503216286736,-0.126064750878635,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
23,0.0791226467640575,-0.14550252746588094,-0.8459096949757471,-1.407127441098321,-1.0172162851215028,-1.1926895303373857,-0.843950191031791,-0.7034200860916573,-1.0877102888751013,0.41650830928588506,-0.6447881139230444,-0.04913141650838038,0.73048066416506,-0.17195222808299968,-0.080339314868598,0.8417804585760885,-0.3440104580768906,-0.8731423297134698,-0.126064750878635,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
155,-0.7219941517220247,-0.9624833427877842,-0.5113458019433472,-0.37652343640283603,-1.1142080674579826,2.167231572724927,1.0939679987791413,-0.8532610511762707,-1.012294467433729,-0.7138204295485889,-0.28264268850577756,-1.1139193060545476,-0.6903856705916789,0.32253761125627806,0.23327439618472479,-2.159157183889739,-0.3440104580768906,-1.1780916701825541,0.2791433769455485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
189,1.681356243736222,-0.14550252746588094,-0.7120841377627876,-1.240900988728081,-0.8232327204485359,0.7503973726384104,-0.5952967369419973,-0.42871165010319945,-0.4843837173441235,0.4479063298090642,-0.4119803404405156,-0.3685677833722305,0.73048066416506,-0.17195222808299968,-0.2371461703952594,-0.01608862494479499,-0.3440104580768906,-0.31406853885348196,-0.2071063764434717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
81,1.681356243736222,0.9135466775810308,-0.4109766340336283,-0.10224978999193941,-0.24128202642964255,-1.7594232103719918,-0.44926216866703905,-0.10405622575320385,0.11894285418685435,0.6362944529481432,-0.4119803404405156,-0.42180717784953886,-0.2844238606611821,-0.0071222816365737705,0.23327439618472479,-0.24422239813373314,-0.3440104580768906,0.34665503216286736,0.11706012581587512,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
39,-0.7219941517220247,-1.1440346350815405,-0.3775202447303878,0.09722195285234883,-0.3382738087661259,0.1431827154584747,-0.4966247313508093,-0.40373815592243056,-0.635215360226868,1.0130706992263012,-0.28264268850577756,-0.47504657232684727,1.3394233790608052,0.32253761125627806,0.3900812517113862,-0.2950620680475807,-0.3440104580768906,-0.2632436487753012,0.3601850025103852,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
172,0.8802394452501398,0.3386342519841358,-0.05968454634960708,0.16371253380044334,-0.14429024409316604,-0.30210803314014545,0.8275535836829336,0.4953076345852496,1.1370564436453787,0.7618865350408626,-0.2050400973449345,0.3235443448327781,-0.6903856705916789,-0.17195222808299968,-0.080339314868598,-0.116569766596888,-0.3440104580768906,1.5664523940392046,-0.126064750878635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
47,-0.7219941517220247,0.6714782878560224,2.3826318727869102,2.1085620265322498,1.7955454026364739,-0.3830699874308047,2.9805767456826557,3.2923389828313656,1.174764354366064,2.8655539100939094,-0.5154504619883062,1.920726179152029,-0.7918761230743031,-1.6554217461008327,-1.8052147256618734,0.34372083926287766,1.5136460155383193,2.8878995360719033,-1.7468972621753691,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
