,symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,power_to_weight,num_cylinders,engine_size_per_cylinder,combined_mpg,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_gas,aspiration_turbo,num-of-doors_two,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_fwd,drive-wheels_rwd,engine-location_rear,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,num-of-cylinders_five,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_twelve,num-of-cylinders_two,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
118,1,119.0,93.7,157.3,63.8,50.8,1918.0,90.0,2.97,3.23,9.4,68.0,5500.0,37.0,41.0,0.035453597497393116,4,22.5,39.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
150,1,87.0,95.7,158.7,63.6,54.5,1985.0,92.0,3.05,3.03,9.0,62.0,4800.0,35.0,39.0,0.031234256926952142,4,23.0,37.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
170,2,134.0,98.4,176.2,65.6,52.0,2679.0,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,0.04329973870847331,4,36.5,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,3,118.0,88.6,168.8,64.1,48.8,2548.0,130.0,3.47,2.68,9.0,111.0,5000.0,21.0,27.0,0.04356357927786499,4,32.5,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
184,2,94.0,97.3,171.7,65.5,55.7,2264.0,97.0,3.01,3.4,23.0,52.0,4800.0,37.0,46.0,0.022968197879858657,4,24.25,41.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
183,2,122.0,97.3,171.7,65.5,55.7,2209.0,109.0,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,0.03847894975101856,4,27.25,30.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
70,-1,93.0,115.6,202.6,71.7,56.3,3770.0,183.0,3.58,3.64,21.5,123.0,4350.0,22.0,25.0,0.03262599469496021,5,36.6,23.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
203,-1,95.0,109.1,188.8,68.9,55.5,3217.0,145.0,3.01,3.4,23.0,106.0,4800.0,26.0,27.0,0.032949953372707494,6,24.166666666666668,26.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
64,0,115.0,98.8,177.8,66.5,55.5,2425.0,122.0,3.39,3.39,8.6,84.0,4800.0,26.0,32.0,0.03463917525773196,4,30.5,29.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
165,1,168.0,94.5,168.7,64.0,52.6,2265.0,98.0,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,0.04944812362030905,4,24.5,27.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
28,-1,110.0,103.3,174.6,64.6,59.8,2535.0,122.0,3.34,3.46,8.5,88.0,5000.0,24.0,30.0,0.03471400394477318,4,30.5,27.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
40,0,85.0,96.5,175.4,62.5,54.1,2372.0,110.0,3.15,3.58,9.0,86.0,5800.0,27.0,33.0,0.03625632377740304,4,27.5,30.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
108,0,161.0,107.9,186.7,68.4,56.7,3197.0,152.0,3.7,3.52,21.0,95.0,4150.0,28.0,33.0,0.029715358148264,4,38.0,30.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
123,-1,74.0,103.3,174.6,64.6,59.8,2535.0,122.0,3.35,3.46,8.5,88.0,5000.0,24.0,30.0,0.03471400394477318,4,30.5,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
23,1,118.0,93.7,157.3,63.8,50.8,2128.0,98.0,3.03,3.39,7.6,102.0,5500.0,24.0,30.0,0.047932330827067667,4,24.5,27.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
155,0,91.0,95.7,169.7,63.6,59.1,3110.0,92.0,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,0.019935691318327974,4,23.0,29.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
189,3,118.0,94.5,159.3,64.2,55.6,2254.0,109.0,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,0.03992901508429459,4,27.25,26.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
81,3,153.0,96.3,173.0,65.4,49.4,2328.0,122.0,3.35,3.46,8.5,88.0,5000.0,25.0,32.0,0.037800687285223365,4,30.5,28.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
39,0,85.0,96.5,175.4,65.2,54.1,2304.0,110.0,3.15,3.58,9.0,86.0,5800.0,27.0,33.0,0.03732638888888889,4,27.5,30.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
172,2,134.0,98.4,176.2,65.6,53.0,2975.0,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,0.038991596638655465,4,36.5,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
47,0,145.0,113.0,199.6,69.6,52.8,4066.0,258.0,3.63,4.17,8.1,176.0,4750.0,15.0,19.0,0.04328578455484506,6,43.0,17.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
94,1,128.0,94.5,165.3,63.8,54.5,1951.0,97.0,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,0.035366478728856995,4,24.25,34.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
158,0,91.0,95.7,166.3,64.4,53.0,2275.0,110.0,3.27,3.35,22.5,56.0,4500.0,34.0,36.0,0.024615384615384615,4,27.5,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
43,0,118.0,94.3,170.7,61.8,53.5,2337.0,111.0,3.31,3.23,8.5,78.0,4800.0,24.0,29.0,0.03337612323491656,4,27.75,26.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
142,0,102.0,97.2,172.0,65.4,52.5,2190.0,108.0,3.62,2.64,9.5,82.0,4400.0,28.0,33.0,0.03744292237442922,4,27.0,30.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3,2,164.0,99.8,176.6,66.2,54.3,2337.0,109.0,3.19,3.4,10.0,102.0,5500.0,24.0,30.0,0.043645699614890884,4,27.25,27.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
105,3,194.0,91.3,170.7,67.9,49.7,3139.0,181.0,3.43,3.27,7.8,200.0,5200.0,17.0,23.0,0.06371455877668047,6,30.166666666666668,20.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
53,1,113.0,93.1,166.8,64.2,54.1,1945.0,91.0,3.03,3.15,9.0,68.0,5000.0,31.0,38.0,0.03496143958868895,4,22.75,34.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
133,2,104.0,99.1,186.6,66.5,56.1,2695.0,121.0,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,0.04081632653061224,4,30.25,24.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
185,2,94.0,97.3,171.7,65.5,55.7,2212.0,109.0,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,0.03842676311030741,4,27.25,30.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
161,0,91.0,95.7,166.3,64.4,52.8,2122.0,98.0,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,0.03298774740810556,4,24.5,31.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
190,3,256.0,94.5,165.7,64.0,51.4,2221.0,109.0,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,0.040522287257991896,4,27.25,26.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
49,0,118.0,102.0,191.7,70.6,47.8,3950.0,326.0,3.54,2.76,11.5,262.0,5000.0,13.0,17.0,0.06632911392405064,12,27.166666666666668,15.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
80,3,153.0,96.3,173.0,65.4,49.4,2370.0,110.0,3.17,3.46,7.5,116.0,5500.0,23.0,30.0,0.048945147679324896,4,27.5,26.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
34,1,101.0,93.7,150.0,64.0,52.6,1956.0,92.0,2.91,3.41,9.2,76.0,6000.0,30.0,34.0,0.03885480572597137,4,23.0,32.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7,1,118.0,105.8,192.7,71.4,55.7,2954.0,136.0,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,0.037237643872714964,5,27.2,22.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
110,0,118.0,114.2,198.9,68.4,58.7,3430.0,152.0,3.7,3.52,21.0,95.0,4150.0,25.0,25.0,0.027696793002915453,4,38.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
91,1,128.0,94.5,165.3,63.8,54.5,1918.0,97.0,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,0.03597497393117831,4,24.25,34.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
83,3,118.0,95.9,173.2,66.3,50.2,2921.0,156.0,3.59,3.86,7.0,145.0,5000.0,19.0,24.0,0.04964053406367682,4,39.0,21.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
181,-1,118.0,104.5,187.8,66.5,54.1,3151.0,161.0,3.27,3.35,9.2,156.0,5200.0,19.0,24.0,0.04950809266899397,6,26.833333333333332,21.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
186,2,94.0,97.3,171.7,65.5,55.7,2275.0,109.0,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,0.03736263736263736,4,27.25,30.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
89,1,128.0,94.5,165.3,63.8,54.5,1889.0,97.0,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,0.036527263102170464,4,24.25,34.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
8,1,158.0,105.8,192.7,71.4,55.9,3086.0,131.0,3.13,3.4,8.3,140.0,5500.0,17.0,20.0,0.04536616979909268,5,26.2,18.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
13,0,188.0,101.2,176.8,64.8,54.3,2765.0,164.0,3.31,3.19,9.0,121.0,4250.0,21.0,28.0,0.04376130198915009,6,27.333333333333332,24.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
59,1,129.0,98.8,177.8,66.5,53.7,2385.0,122.0,3.39,3.39,8.6,84.0,4800.0,26.0,32.0,0.03522012578616352,4,30.5,29.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
176,-1,65.0,102.4,175.6,66.5,54.9,2414.0,122.0,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,0.03811101905550953,4,30.5,29.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
131,2,118.0,96.1,176.8,66.6,50.5,2460.0,132.0,3.46,3.9,8.7,95.0,5200.0,23.0,31.0,0.03861788617886179,4,33.0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
17,0,118.0,110.0,197.0,70.9,56.3,3505.0,209.0,3.62,3.39,8.0,182.0,5400.0,15.0,20.0,0.051925820256776035,6,34.833333333333336,17.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
72,3,142.0,96.6,180.3,70.5,50.8,3685.0,234.0,3.46,3.1,8.3,155.0,4750.0,16.0,18.0,0.04206241519674356,8,29.25,17.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
180,-1,90.0,104.5,187.8,66.5,54.1,3131.0,171.0,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,0.049824337272436924,6,28.5,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
134,3,150.0,99.1,186.6,66.5,56.1,2707.0,121.0,2.54,2.07,9.3,110.0,5250.0,21.0,28.0,0.04063538973032878,4,30.25,24.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
171,2,134.0,98.4,176.2,65.6,52.0,2714.0,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,0.04274134119380987,4,36.5,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
198,-2,103.0,104.3,188.8,67.2,56.2,3045.0,130.0,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,0.053201970443349754,4,32.5,19.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
63,0,118.0,98.8,177.8,66.5,55.5,2443.0,122.0,3.39,3.39,22.7,64.0,4650.0,36.0,42.0,0.026197298403602128,4,30.5,39.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
54,1,113.0,93.1,166.8,64.2,54.1,1950.0,91.0,3.08,3.15,9.0,68.0,5000.0,31.0,38.0,0.03487179487179487,4,22.75,34.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
107,0,161.0,107.9,186.7,68.4,56.7,3020.0,120.0,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,0.032119205298013244,4,30.0,21.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
50,1,104.0,93.1,159.1,64.2,54.1,1890.0,91.0,3.03,3.15,9.0,68.0,5000.0,30.0,31.0,0.03597883597883598,4,22.75,30.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
201,-1,95.0,109.1,188.8,68.8,55.5,3049.0,141.0,3.78,3.15,8.7,160.0,5300.0,19.0,25.0,0.05247622171203673,4,35.25,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
169,2,134.0,98.4,176.2,65.6,52.0,2551.0,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,0.04547236377891023,4,36.5,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
58,3,150.0,95.3,169.0,65.7,49.6,2500.0,80.0,3.31,3.29,9.4,135.0,6000.0,16.0,23.0,0.054,2,40.0,19.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
48,0,118.0,113.0,199.6,69.6,52.8,4066.0,258.0,3.63,4.17,8.1,176.0,4750.0,15.0,19.0,0.04328578455484506,6,43.0,17.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
88,-1,137.0,96.3,172.4,65.4,51.6,2403.0,110.0,3.17,3.46,7.5,116.0,5500.0,23.0,30.0,0.04827299209321681,4,27.5,26.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
21,1,118.0,93.7,157.3,63.8,50.8,1876.0,90.0,2.97,3.23,9.41,68.0,5500.0,37.0,41.0,0.03624733475479744,4,22.5,39.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
57,3,150.0,95.3,169.0,65.7,49.6,2385.0,70.0,3.31,3.29,9.4,101.0,6000.0,17.0,23.0,0.042348008385744235,2,35.0,20.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
160,0,91.0,95.7,166.3,64.4,53.0,2094.0,98.0,3.19,3.03,9.0,70.0,4800.0,38.0,47.0,0.033428844317096466,4,24.5,42.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
197,-1,74.0,104.3,188.8,67.2,57.5,3042.0,141.0,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,0.03747534516765286,4,35.25,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
37,0,106.0,96.5,167.5,65.2,53.3,2236.0,110.0,3.15,3.58,9.0,86.0,5800.0,27.0,33.0,0.038461538461538464,4,27.5,30.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
157,0,91.0,95.7,166.3,64.4,52.8,2109.0,98.0,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,0.03319108582266477,4,24.5,33.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
193,0,118.0,100.4,183.1,66.9,55.1,2563.0,109.0,3.19,3.4,9.0,88.0,5500.0,25.0,31.0,0.034334763948497854,4,27.25,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,3,118.0,88.6,168.8,64.1,48.8,2548.0,130.0,3.47,2.68,9.0,111.0,5000.0,21.0,27.0,0.04356357927786499,4,32.5,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
52,1,104.0,93.1,159.1,64.2,54.1,1905.0,91.0,3.03,3.15,9.0,68.0,5000.0,31.0,38.0,0.03569553805774278,4,22.75,34.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
149,0,85.0,96.9,173.6,65.4,54.9,2650.0,108.0,3.62,2.64,7.7,111.0,4800.0,23.0,23.0,0.04188679245283019,4,27.0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
130,0,118.0,96.1,181.5,66.5,55.2,2579.0,132.0,3.46,3.9,8.7,95.0,5200.0,23.0,31.0,0.03683598293912369,4,33.0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
151,1,87.0,95.7,158.7,63.6,54.5,2040.0,92.0,3.05,3.03,9.0,62.0,4800.0,31.0,38.0,0.030392156862745098,4,23.0,34.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
103,0,108.0,100.4,184.6,66.5,55.1,3060.0,181.0,3.43,3.27,9.0,152.0,5200.0,19.0,25.0,0.04967320261437908,6,30.166666666666668,22.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
99,0,106.0,97.2,173.4,65.2,54.7,2324.0,120.0,3.33,3.47,8.5,97.0,5200.0,27.0,34.0,0.04173838209982788,4,30.0,30.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
